work_id,batch_id,class,mod_key,mod_name,plugin,plugin_path,formid,editor_id
JOJ-C-RedcapTheRiekling-008,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,04C796:FA01RedcapFollower.esp,FA01RedcapIntroductionQ
JOJ-C-RedcapTheRiekling-009,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,0D58E3:FA01RedcapFollower.esp,FA01RedcapSolstheimManosQ
JOJ-C-RedcapTheRiekling-010,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,0518A9:FA01RedcapFollower.esp,FA01RedcapSituationalIdles
JOJ-C-RedcapTheRiekling-011,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,0D079B:FA01RedcapFollower.esp,FA01RedcapSolstheimVillageQ
JOJ-C-RedcapTheRiekling-012,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,5A47A0:FA01RedcapFollower.esp,FA01RedcapQuestionsTopLevelQ
JOJ-C-RedcapTheRiekling-013,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,05190D:FA01RedcapFollower.esp,FA01RedcapSummonSpellDialogue
JOJ-C-RedcapTheRiekling-014,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,00FB03:FA01RedcapFollower.esp,FA01RedcapFollowerQ
JOJ-C-RedcapTheRiekling-015,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,065E29:FA01RedcapFollower.esp,FA01RedcapMQParty
JOJ-C-RedcapTheRiekling-016,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,260C69:FA01RedcapFollower.esp,FA01RedcapAndNessaInteractionsQ
JOJ-C-RedcapTheRiekling-017,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,3D7A5C:FA01RedcapFollower.esp,FA01RedcapAndInigoInteractionsQ
JOJ-C-RedcapTheRiekling-018,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,38BAD1:FA01RedcapFollower.esp,FA01RedcapAndMeekoInteractionsQ
JOJ-C-RedcapTheRiekling-019,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,0D58D2:FA01RedcapFollower.esp,FA01BigpigIntroQ
JOJ-C-RedcapTheRiekling-020,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,2ACC28:FA01RedcapFollower.esp,FA01RedcapArmorQ
JOJ-C-RedcapTheRiekling-021,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,1D2F3F:FA01RedcapFollower.esp,FA01BigpigWereboarTransformationQ
JOJ-C-RedcapTheRiekling-022,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,172ADF:FA01RedcapFollower.esp,FA01RedcapIllMetByMoonlightQ
JOJ-C-RedcapTheRiekling-023,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,047643:FA01RedcapFollower.esp,FA01RedcapQuestionsQ
JOJ-C-RedcapTheRiekling-024,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,056A7D:FA01RedcapFollower.esp,FA01RedcapDrunkQ
JOJ-C-RedcapTheRiekling-025,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,0D58D3:FA01RedcapFollower.esp,FA01BigpigIntroSceneHolderQ
JOJ-C-RedcapTheRiekling-026,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,047670:FA01RedcapFollower.esp,FA01RedcapChiefofThirskHallQ
JOJ-C-RedcapTheRiekling-027,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,0518B0:FA01RedcapFollower.esp,FA01RedcapRetakingThirskQ
JOJ-C-RedcapTheRiekling-028,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,353F7B:FA01RedcapFollower.esp,FA01RedcapSneakQ
JOJ-C-RedcapTheRiekling-029,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,242667:FA01RedcapFollower.esp,FA01RedcapWereboarQBloodmoonController
JOJ-C-RedcapTheRiekling-030,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,2B6E9E:FA01RedcapFollower.esp,FA01RedcapAndRemiInteractionsQ
JOJ-C-RedcapTheRiekling-031,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,12BBB2:FA01RedcapFollower.esp,FA01RedcapANightToRememberQ
JOJ-C-RedcapTheRiekling-032,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,0D0784:FA01RedcapFollower.esp,FA01RedcapSolstheimStartQ
JOJ-C-RedcapTheRiekling-033,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,09DA00:FA01RedcapFollower.esp,FA01BigpigFollowerQ
JOJ-C-RedcapTheRiekling-034,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,4F8537:FA01RedcapFollower.esp,FA01RedcapCollegeOfWinterholdQ
JOJ-C-RedcapTheRiekling-035,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,0518F1:FA01RedcapFollower.esp,FA01RedcapMainQuestCommentaryQ
JOJ-C-RedcapTheRiekling-036,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,056AB0:FA01RedcapFollower.esp,FA01RedcapSoberQ
JOJ-C-RedcapTheRiekling-037,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,1B99FA:FA01RedcapFollower.esp,FA01RedcapAndXelzazInteractionsQ
JOJ-C-RedcapTheRiekling-038,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,04253D:FA01RedcapFollower.esp,FA01RedcapCombatQ
JOJ-C-RedcapTheRiekling-039,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,065E3F:FA01RedcapFollower.esp,FA01RedcapMQPartyCallRedcapRing
JOJ-C-RedcapTheRiekling-040,B06,C,RedcapTheRiekling,Redcap the Riekling,FA01RedcapFollower.esp,D:\Wabbajack\modlists\JoJ\mods\Redcap the Riekling - A Fully Voice-Acted Immersive Follower and Quest\FA01RedcapFollower.esp,618F98:FA01RedcapFollower.esp,FA01DebugSceneHolderQ
JOJ-C-Inigo-001,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0E5812:Inigo.esp,InigoSkyrimComp
JOJ-C-Inigo-002,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,092CD2:Inigo.esp,InigoImpressiveView
JOJ-C-Inigo-003,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0C0C2E:Inigo.esp,InigoPlayerQuestions
JOJ-C-Inigo-004,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,071E6F:Inigo.esp,InigoPlayerJ2
JOJ-C-Inigo-005,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0695C5:Inigo.esp,InigoBadVibrations
JOJ-C-Inigo-006,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,09D37D:Inigo.esp,InigoStatus
JOJ-C-Inigo-007,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0887B4:Inigo.esp,InigoNpcChat1
JOJ-C-Inigo-008,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0295F4:Inigo.esp,inigofollowerdragon
JOJ-C-Inigo-009,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0D128B:Inigo.esp,InigoInnKeeper
JOJ-C-Inigo-010,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0BC5C6:Inigo.esp,InigoLangleyCabinHellos
JOJ-C-Inigo-011,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0D121C:Inigo.esp,InigoChildrenTalk1
JOJ-C-Inigo-012,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0012DF:Inigo.esp,InigofollowerDialogue
JOJ-C-Inigo-013,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,089DEB:Inigo.esp,InigoNpcChat1G
JOJ-C-Inigo-014,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,089821:Inigo.esp,InigoNpcChat1C
JOJ-C-Inigo-015,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,082641:Inigo.esp,InigoSkyrimMQ
JOJ-C-Inigo-016,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,095D76:Inigo.esp,InigoNpcChatMain
JOJ-C-Inigo-017,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,089D9C:Inigo.esp,InigoNpcChat1D
JOJ-C-Inigo-018,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,06CB85:Inigo.esp,InigoPlayerJourney
JOJ-C-Inigo-019,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,089DCE:Inigo.esp,InigoNpcChat1F
JOJ-C-Inigo-020,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0632D2:Inigo.esp,InigoMapMarker
JOJ-C-Inigo-021,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0B1D37:Inigo.esp,InigoShopping
JOJ-C-Inigo-022,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0BFBE8:Inigo.esp,InigoNPCTalkedTo
JOJ-C-Inigo-023,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,09D37E:Inigo.esp,InigoRadar
JOJ-C-Inigo-024,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0892A8:Inigo.esp,InigoNpcChat1B
JOJ-C-Inigo-025,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0C5E61:Inigo.esp,InigoBeggar
JOJ-C-Inigo-026,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,089DB4:Inigo.esp,InigoNpcChat1E
JOJ-C-Inigo-027,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,080A9E:Inigo.esp,InigoSummonReaction
JOJ-C-Inigo-028,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,050584:Inigo.esp,InigoFollowerControl
JOJ-C-Inigo-029,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0E78A2:Inigo.esp,InigoUsesShrine
JOJ-C-Inigo-030,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,060164:Inigo.esp,InigoPlayerProg
JOJ-C-Inigo-031,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,0D124B:Inigo.esp,InigoChildrenTalk2
JOJ-C-Inigo-032,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,09EE6A:Inigo.esp,InigoHorseNames
JOJ-C-Inigo-033,B05,C,Inigo,Inigo,Inigo.esp,D:\Wabbajack\modlists\JoJ\mods\INIGO 2.4C UPDATE ESP FILE\Inigo.esp,05F27D:Inigo.esp,InigoLangley
JOJ-C-InterestingNPCs-001,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,0012FA:3DNPC.esp,DialogueRongeir
JOJ-C-InterestingNPCs-002,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,0028B1:3DNPC.esp,RongeirShelurScene2
JOJ-C-InterestingNPCs-003,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,0028BB:3DNPC.esp,DialogueOliviaEleanor
JOJ-C-InterestingNPCs-004,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,0028C5:3DNPC.esp,DialogueHagravi
JOJ-C-InterestingNPCs-005,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,002912:3DNPC.esp,DialogueDarRakki
JOJ-C-InterestingNPCs-006,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,004991:3DNPC.esp,DialogueViranya
JOJ-C-InterestingNPCs-007,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,006A49:3DNPC.esp,DialogueSadrinReloro
JOJ-C-InterestingNPCs-008,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,009B48:3DNPC.esp,DialogueJeerahNur
JOJ-C-InterestingNPCs-009,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,00DC65:3DNPC.esp,DialogueGlathriel
JOJ-C-InterestingNPCs-010,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,0118C8:3DNPC.esp,DialogueMoris
JOJ-C-InterestingNPCs-011,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,0154B9:3DNPC.esp,DialogueHassan
JOJ-C-InterestingNPCs-012,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,01757C:3DNPC.esp,DialogueOrondil
JOJ-C-InterestingNPCs-013,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,018B85:3DNPC.esp,DialogueFamiliar
JOJ-C-InterestingNPCs-014,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,0196B5:3DNPC.esp,DialogueSaltyThroat
JOJ-C-InterestingNPCs-015,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,01A1EF:3DNPC.esp,DialogueMeleaEntius
JOJ-C-InterestingNPCs-016,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,01B801:3DNPC.esp,DialogueDuraz
JOJ-C-InterestingNPCs-017,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,01E3B6:3DNPC.esp,DialogueCarmella
JOJ-C-InterestingNPCs-018,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,020A07:3DNPC.esp,DialogueBergrisar
JOJ-C-InterestingNPCs-019,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,020FE4:3DNPC.esp,DialogueLarkspur
JOJ-C-InterestingNPCs-020,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,023B6E:3DNPC.esp,DialogueOhkapi
JOJ-C-InterestingNPCs-021,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,024C0C:3DNPC.esp,DialogueGodrod
JOJ-C-InterestingNPCs-022,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,0251DE:3DNPC.esp,RongeirShelurScene
JOJ-C-InterestingNPCs-023,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,025759:3DNPC.esp,DialogueJasparGaerston
JOJ-C-InterestingNPCs-024,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,02680B:3DNPC.esp,DialogueIria
JOJ-C-InterestingNPCs-025,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,028404:3DNPC.esp,DialogueRinori
JOJ-C-InterestingNPCs-026,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,0294CA:3DNPC.esp,DialogueAnumla
JOJ-C-InterestingNPCs-027,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,02B048:3DNPC.esp,DialogueClario
JOJ-C-InterestingNPCs-028,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,02BB78:3DNPC.esp,DialogueJade
JOJ-C-InterestingNPCs-029,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,02D6EA:3DNPC.esp,dialoguegorr
JOJ-C-InterestingNPCs-030,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,02E217:3DNPC.esp,DialogueEldar
JOJ-C-InterestingNPCs-031,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,0312A0:3DNPC.esp,DialogueEleanorFix
JOJ-C-InterestingNPCs-032,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,031DFC:3DNPC.esp,DialogueZarlak
JOJ-C-InterestingNPCs-033,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,032926:3DNPC.esp,DialogueDagriLon
JOJ-C-InterestingNPCs-034,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,034F5C:3DNPC.esp,DialogueGromash
JOJ-C-InterestingNPCs-035,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,036AD6:3DNPC.esp,DialogueOlivia
JOJ-C-InterestingNPCs-036,B07,C,InterestingNPCs,Interesting NPCs (3DNPC),3DNPC.esp,D:\Wabbajack\modlists\JoJ\mods\Interesting NPCs - 4.5 to 4.54 Update\3DNPC.esp,038120:3DNPC.esp,CWQQ2
